Surname,First_Name,Age,Occupation,Profile_URL
Leroy,Alexis Jean,59,Lampiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=2317&liste=liste_nominative_L
Leroy,Alfred,,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=24364&liste=liste_nominative_L
Leroy,Alfred,41,Cuisinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31014&liste=liste_nominative_L
Leroy,Alfred Alexandre,23,Tourneur en fer,https://communards-1871.fr/index.php?page=fiches/notice&individu=20763&liste=liste_nominative_L
Leroy,Alfred Jules,21,Peintre en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=34217&liste=liste_nominative_L
Leroy,Alphonse,41,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=10572&liste=liste_nominative_L
Leroy,Amable,38,Liquoriste,https://communards-1871.fr/index.php?page=fiches/notice&individu=37152&liste=liste_nominative_L
Leroy,Antoine,67,Cuisinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37747&liste=liste_nominative_L
Leroy,Auguste,44,Chauffeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=29649&liste=liste_nominative_L
Leroy,Baptiste Eléonore,69,Jardinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=29648&liste=liste_nominative_L
Leroy,Charles,32,Gainier,https://communards-1871.fr/index.php?page=fiches/notice&individu=32834&liste=liste_nominative_L
Leroy,Charles,29,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=33892&liste=liste_nominative_L
Leroy,Charles Auguste,28,Tailleur sur cristaux,https://communards-1871.fr/index.php?page=fiches/notice&individu=16067&liste=liste_nominative_L
Leroy,Charles Auguste,29,Vérificateur en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=28819&liste=liste_nominative_L
Leroy,Charles Louis Désiré,47,Propriétaire,https://communards-1871.fr/index.php?page=fiches/notice&individu=24128&liste=liste_nominative_L
Leroy,Charles Reymond,28,Fabricant de cannes,https://communards-1871.fr/index.php?page=fiches/notice&individu=36261&liste=liste_nominative_L
Leroy,Clément,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18538&liste=liste_nominative_L
Leroy,Denis,40,Tanneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=33600&liste=liste_nominative_L
Leroy,Denis François,32,Tonnelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=9969&liste=liste_nominative_L
Leroy,Edouard Hippolyte,44,"Caissier, fabricant d’articles de chasse",https://communards-1871.fr/index.php?page=fiches/notice&individu=29871&liste=liste_nominative_L
Leroy,Emile,10,Ecolier,https://communards-1871.fr/index.php?page=fiches/notice&individu=23515&liste=liste_nominative_L
Leroy,Emile Arthur,17,Vidangeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=27004&liste=liste_nominative_L
Leroy,Emile Léon,28,Peintre en lettres,https://communards-1871.fr/index.php?page=fiches/notice&individu=2024&liste=liste_nominative_L
Leroy,Eugène,35,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=31450&liste=liste_nominative_L
Leroy,Eugène Alexandre,37,Corroyeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=12240&liste=liste_nominative_L
Leroy,Eugène Louis,29,Apprêteur sur étoffes,https://communards-1871.fr/index.php?page=fiches/notice&individu=28476&liste=liste_nominative_L
Leroy,François,41,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=23976&liste=liste_nominative_L
Leroy,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=25816&liste=liste_nominative_L
Leroy,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18543&liste=liste_nominative_L
Leroy,François Armand,38,Miroitier,https://communards-1871.fr/index.php?page=fiches/notice&individu=228&liste=liste_nominative_L
Leroy,Georges,19,Monteur en bronze,https://communards-1871.fr/index.php?page=fiches/notice&individu=1322&liste=liste_nominative_L
Leroy,Gilles,29,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=18544&liste=liste_nominative_L
Leroy,Guillaume Frumence,42,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38076&liste=liste_nominative_L
Leroy,Gustave Alexandre Félix,18,Artiste dramatique,https://communards-1871.fr/index.php?page=fiches/notice&individu=16616&liste=liste_nominative_L
Leroy,Henri Joseph,18,Briquetier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38516&liste=liste_nominative_L
Leroy,Henry,41,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=22165&liste=liste_nominative_L
Leroy,Hippolyte,,Commissionnaire en marchandises,https://communards-1871.fr/index.php?page=fiches/notice&individu=18539&liste=liste_nominative_L
Leroy,Jean,57,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4943&liste=liste_nominative_L
Leroy,Joseph,22,Soldat au 65e régiment de ligne,https://communards-1871.fr/index.php?page=fiches/notice&individu=24627&liste=liste_nominative_L
Leroy,Joseph André,53,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=16850&liste=liste_nominative_L
Leroy,Joseph Marie,36,Garçon de magasin,https://communards-1871.fr/index.php?page=fiches/notice&individu=39000&liste=liste_nominative_L
Leroy,Jules,20,Orfèvre,https://communards-1871.fr/index.php?page=fiches/notice&individu=3115&liste=liste_nominative_L
Leroy,Jules Alexandre,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40875&liste=liste_nominative_L
Leroy,Jules Louis,51,Lithographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=11303&liste=liste_nominative_L
Leroy,Léon François,47,Ouvrier menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38492&liste=liste_nominative_L
Leroy,Léopold,32,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8624&liste=liste_nominative_L
Leroy,Louis,25,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40798&liste=liste_nominative_L
Leroy,Louis,19,Garçon limonadier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21452&liste=liste_nominative_L
Leroy,Louis,21,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=29868&liste=liste_nominative_L
Leroy,Louis,35,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11342&liste=liste_nominative_L
Leroy,Louis,32,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=10573&liste=liste_nominative_L
Leroy,Louis,37,Scieur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=36232&liste=liste_nominative_L
Leroy,Louis,55,Zingueur,https://communards-1871.fr/index.php?page=fiches/notice&individu=31600&liste=liste_nominative_L
Leroy,Louis Ambroise,52,Fabricant de trousses de voyage,https://communards-1871.fr/index.php?page=fiches/notice&individu=28283&liste=liste_nominative_L
Leroy,Louis François Marie,29,Imprimeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=16982&liste=liste_nominative_L
Leroy,Louis Joseph,33,Peintre en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=34568&liste=liste_nominative_L
Leroy,Lucien,18,Couvreur plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=17331&liste=liste_nominative_L
Leroy,Michel Auguste,28,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=35070&liste=liste_nominative_L
Leroy,Narcisse,56,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=32722&liste=liste_nominative_L
Leroy,Paul,41,Compositeur typographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=20600&liste=liste_nominative_L
Leroy,Pierre Charlemagne,26,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=11079&liste=liste_nominative_L
Leroy,Pierre Isidore,29,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=17519&liste=liste_nominative_L
Leroy,Pierre Théodore,51,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15679&liste=liste_nominative_L
Leroy,Pierre Victor,36,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=36948&liste=liste_nominative_L
Leroy,Prosper Charles,,Concierge,https://communards-1871.fr/index.php?page=fiches/notice&individu=23238&liste=liste_nominative_L
Leroy,Stanislas,44,Peintre,https://communards-1871.fr/index.php?page=fiches/notice&individu=31198&liste=liste_nominative_L
Leroy,Sylvain Eugène,32,Chocolatier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15866&liste=liste_nominative_L
Leroy,Théodore,51,Sculpteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=33242&liste=liste_nominative_L
Leroy,Toussaint,51,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38909&liste=liste_nominative_L
Leroy-Beaulieu,Anatole,41,Cuisinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=12139&liste=liste_nominative_L
Leroy-Piton,Jean Baptiste,50,Marchand fripier,https://communards-1871.fr/index.php?page=fiches/notice&individu=12255&liste=liste_nominative_L
"Leroy, ép. Bouchoine",Agnès,,Cuisinière,https://communards-1871.fr/index.php?page=fiches/notice&individu=23493&liste=liste_nominative_L
"Leroy, ép. Hésette",Mélinée Vandrille Louise,,Couturière,https://communards-1871.fr/index.php?page=fiches/notice&individu=23334&liste=liste_nominative_L
Leroyer,Michel,34,Ouvrier de fabrique,https://communards-1871.fr/index.php?page=fiches/notice&individu=36597&liste=liste_nominative_L
Lervieux,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13043&liste=liste_nominative_L
Lervoire,Pierre,28,Charpentier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4702&liste=liste_nominative_L
Lesage,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18885&liste=liste_nominative_L
Lesage,Adolphe René,23,Charretier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4342&liste=liste_nominative_L
Lesage,Aimable,40,Bijoutier sur acier,https://communards-1871.fr/index.php?page=fiches/notice&individu=1277&liste=liste_nominative_L
Lesage,Alexandre,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18884&liste=liste_nominative_L
Lesage,Alfred,28,Garçon de laboratoire,https://communards-1871.fr/index.php?page=fiches/notice&individu=3365&liste=liste_nominative_L
Lesage,Alphonse Honoré,47,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=22510&liste=liste_nominative_L
Lesage,Augustin,30,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=28299&liste=liste_nominative_L
Lesage,Charles,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9947&liste=liste_nominative_L
Lesage,Charles Alexandre,42,Serrurier en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=18880&liste=liste_nominative_L
Lesage,Charles Alphonse,41,Marchand de vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=3876&liste=liste_nominative_L
Lesage,Charles Antoine,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18886&liste=liste_nominative_L
Lesage,Charles Emile,38,Cuisinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=27787&liste=liste_nominative_L
Lesage,Clovis Albert,23,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=18883&liste=liste_nominative_L
Lesage,Edouard Louis,17,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=3886&liste=liste_nominative_L
Lesage,Elie,,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=23111&liste=liste_nominative_L
Lesage,Emile Auguste,23,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4424&liste=liste_nominative_L
Lesage,Emile Denis,33,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=16570&liste=liste_nominative_L
Lesage,Emile Ernest,20,Imprimeur lithographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=12375&liste=liste_nominative_L
Lesage,François,36,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=17164&liste=liste_nominative_L
Lesage,Jean Baptiste Antoine,29,Tonnelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=6207&liste=liste_nominative_L
Lesage,Léandre,,Garçon limonadier,https://communards-1871.fr/index.php?page=fiches/notice&individu=40250&liste=liste_nominative_L
Lesage,Léon Joseph,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42943&liste=liste_nominative_L
Lesage,Louis Félicien,49,Garçon de magasin,https://communards-1871.fr/index.php?page=fiches/notice&individu=15395&liste=liste_nominative_L
Lesage,Louis Philippe,39,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=28765&liste=liste_nominative_L
Lesage,Louis Théodore Emmanuel,25,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=18881&liste=liste_nominative_L
Lesage,Lucien Adolphe,38,Papetier relieur,https://communards-1871.fr/index.php?page=fiches/notice&individu=9233&liste=liste_nominative_L
Lesage,Onésime,36,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=9273&liste=liste_nominative_L
Lesage,Pierre Antoine,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42944&liste=liste_nominative_L
Lesage,Pierre Joseph,36,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31295&liste=liste_nominative_L
Lesaine,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=19649&liste=liste_nominative_L
Lesaint,Armand,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40231&liste=liste_nominative_L
Lesaint,Yves,,Soldat au 75e régiment de ligne,https://communards-1871.fr/index.php?page=fiches/notice&individu=13672&liste=liste_nominative_L
Lesaule,Isidore René,49,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=38127&liste=liste_nominative_L
Lesaunier,Jean Baptiste,45,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=551&liste=liste_nominative_L
Lesauvage,Antoine,20,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=17120&liste=liste_nominative_L
Lescaille,Nicolas Désiré,42,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=35609&liste=liste_nominative_L
Lesceurre,Louis Ferdinand,20,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21455&liste=liste_nominative_L
Leschevin,Louis Eugène,42,Forgeron,https://communards-1871.fr/index.php?page=fiches/notice&individu=42509&liste=liste_nominative_L
Lescluze,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9295&liste=liste_nominative_L
Lescoffier,Eugène,,Maréchal ferrant,https://communards-1871.fr/index.php?page=fiches/notice&individu=23284&liste=liste_nominative_L
Lescornel,Nicolas,,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=14553&liste=liste_nominative_L
Lescot,Eugène Marie,55,Concierge,https://communards-1871.fr/index.php?page=fiches/notice&individu=35895&liste=liste_nominative_L
Lescot,Frédéric,37,Concierge,https://communards-1871.fr/index.php?page=fiches/notice&individu=33642&liste=liste_nominative_L
Lescot,Paul,14,Apprenti emballeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=23317&liste=liste_nominative_L
Lescouarnec,Jules,22,Garçon marchand de vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=10481&liste=liste_nominative_L
Lescoup,Jean,36,Concierge,https://communards-1871.fr/index.php?page=fiches/notice&individu=31313&liste=liste_nominative_L
Lescure,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9949&liste=liste_nominative_L
